name,authors
虹猫蓝兔七侠传1,苏真
孩子你慢慢来,"龙应台,龙应台作品系列"
青春期,张贤亮
大唐双龙传（全套12册）,"黄易,
            黄玉郎"
魔眼少女佩姬蘇－藍狗的日子,賽奇.布鲁梭罗
没有国家的人,"[美]
            库尔特·冯内古特"
成都，今夜请将我遗忘,慕容雪村
背影,"朱自清,新文学碑林"
书读完了,金克木
烙印勇士4,"[日]
            三浦建太郎,烙印勇士"
,
阿基拉01,[日] 大友克洋
萧十一郎,"古龙,台湾武侠小说九大门派代表作"
奥斯维辛,[英] 劳伦斯·里斯
殘酷劇場,伊恩.布魯瑪(Ian Buruma)
将门嫡女之定乾坤,千山茶客
曼珠沙华·彼岸花,沧月
少年的你，如此美丽,玖月晞
小妇人（经典译林）,[美] 路易莎·梅·奥尔科特
狂人日记,"鲁迅,民国经典"
黑暗的左手,"[美]
            厄休拉·勒古恩,读客文化,读客全球顶级畅销小说文库：厄休拉·勒古恩作品"
滚滚红尘,三毛
逃避自由,[美]埃里希·弗洛姆
朱颜,沧月
人间有味,汪曾祺
阎王,千江月
渺渺无期,归渔
七根凶简,尾鱼
郑天挺西南联大日记,"郑天挺,俞国林点校"
我要快乐，不必正常,[英] 珍妮特·温特森
如果有，还未找到,亦舒
象厂喜剧,"[日]
            村上春树,
            林少华,村上春树文集（新版）"
动物凶猛,"王朔,新经典文化,王朔作品精选"
余生皆假期,伊坂幸太郎
所罗门的伪证,"[日]
            宫部美雪,读客文化,所罗门的伪证"
且听风吟,"[日]
            村上春树,
            林少华,村上春树作品系列（精装）"
与小泽征尔共度的午后音乐时光,Haruki Murakami Seiji Ozawa
情人,渡边淳一
棋王·树王·孩子王,"阿城,阿城文集（精装）"
图书馆奇谈,"[日]
            村上春树,新经典文化,
            施小炜,新经典文库·村上春树作品"
密室收藏家,[日] 大山诚一郎
闲情偶寄,李渔
雨天 炎天,[日] 村上春树
假如岁月足够长,"[日]
            三浦紫苑,读客外国小说文库：三浦紫苑"
我是猫,夏目漱石
1Q84 BOOK3,[日]村上春树
三口棺材,[美]约翰·迪克森·卡尔
细雪,"[日]
            谷崎润一郎"
才川夫妻の恋愛事情 7年じっくり調教されました,"烏丸かなつ,兎山もなか"
鲁迅全集(6),"鲁迅,鲁迅全集"
朝花夕拾,鲁迅
伪自由书,"鲁迅,鲁迅全集（单行本）"
鲁迅散文,"钱理群,
            王得后,世纪文存"
鲁迅梁实秋论战实录,
,
烙印勇士1,"[日]
            三浦建太郎,烙印勇士"
涼宮春日的嘆息,"[日]
            谷川流,涼宮春日系列"
Card Captor櫻 1,"[日]
            CLAMP,Card Captor 櫻"
冷月如霜,"匪我思存,匪我思存作品"
七龙珠,"[日]
            鸟山明"
MONSTER-怪物-01,"[日]
            浦泽直树,MONSTER"
灵堂课室,"Tinadannis,《冤鬼路》四部曲"
烙印戰士 3,三浦建太郎
一个人的呐喊,朱正
去吧！！稻中桌球社(08),"[日]
            古谷實,去吧！！稻中桌球社"
结爱·异客逢欢,施定柔
过客，匆匆,飘阿兮
汴京之围,郭建龙
白玉老虎（上下）,"古龙,古龙作品集"
悉达多,"[德]
            赫尔曼·黑塞,校注
                    丁君君,世纪文景,赫尔曼·黑塞作品系列"
她的二三事,"[加拿大]
            亦舒,亦舒新经典"
圆月弯刀,"古龙,古龙作品集"
幸运儿,"幾米,幾米作品精选集"
围城,"钱钟书,钱锺书集"
伤逝,"鲁迅,电影伴读中国文学文库"
麦田里的守望者,"J·D·塞林格,双语译林系列"
退步集,"陈丹青,理想国,理想国·陈丹青作品"
零下一度,韩寒
灿烂千阳,"[美]
            卡勒德·胡赛尼,世纪文景,
            李继宏,卡勒德·胡赛尼作品"
我胆小如鼠,"余华,余华作品系列"
泡沫之夏,"明晓溪,泡沫之夏"
别闹了，费曼先生,"[美]
            费曼,科学人文"
故事新编,鲁迅
他的国,"韩寒,果麦文化"
野草,鲁迅
我的英雄學院 07,"堀越耕平,我的英雄學院"
我的英雄學院 11,堀越耕平
我反正决定自己难过,林栀蓝
給不滅的你 1,大今良時
废后将军,一度君华
终点的少女,[日] 柚木麻子
ようこそ実力至上主義の教室へ6,衣笠彰梧
月食奇譚,春泥
格格不入,巫哲
北京，北京,"冯唐,果麦文化,冯唐文集（2017版）"
迷宮飯(04),九井諒子
天使の囁きは悪魔を堕とす,五月女 えむ
流言,张爱玲
旧视线,文泽尔
呐喊,鲁迅
手机里的男朋友,方慧
マイホームヒーロー 1,"朝基 まさし (画),山川 直輝 (原著)"
殺戮秀 2,"FOX^^,生铁落,狐狸"
你会想念你自己吗,张小娴
帝都赋,"沧月,绘者
                    赵佳"
梦的花嫁,[日]岩井俊二
极端之美,余秋雨
中国北方的情人,"[法]
            玛格丽特·杜拉斯,杜拉斯百年诞辰作品系列"
中国戏剧史,"余秋雨,余秋雨书系"
反脆弱,"[美]
            纳西姆·尼古拉斯·塔勒布,
                [美]
            纳西姆·塔勒布,“不确定性”系列丛书"
我的青春恋爱喜剧果然有问题 03,"[日]
            渡航,绘者
                        [日]
                    ponkan⑧,我的青春恋爱喜剧果然有问题"
库特利亚芙卡的排序,"[日]
            米泽穗信,天闻角川,“冰菓”系列"
爱，谎言与写作,[法] 蕾蒂西娅·塞纳克
红楼梦魇,张爱玲
何谓文化,"余秋雨,余秋雨书系"
一个陌生女人的来信,"[奥地利]
            斯蒂芬·茨威格,时光文库"
寻找无双,"王小波,王小波全集（凤凰壹力2012版）"
永不永不说再见,"张小娴,张小娴散文精选集"
面包树上的女人,"张小娴,张小娴 面包树系列"
行者无疆,"余秋雨,中国国家地理全新修订·图文版"
痛苦,"[法]
            玛格丽特·杜拉斯,玛格丽特·杜拉斯作品系列"
行者无疆,余秋雨
缺爱,[法] 罗伯特·纳伯格
中国文脉,余秋雨
台湾论学,余秋雨
千年一叹,余秋雨
林林岁岁花相似,晏生
古墓之谜,[英] 阿加莎·克里斯蒂
云中命案,"[英]
            阿加莎·克里斯蒂,午夜文库·大师系列：阿加莎·克里斯蒂作品"
人性记录,[英] 阿加莎·克里斯蒂
藏书室女尸之谜,[英] 阿加莎·克里斯蒂
精灵宝钻,（英）托尔金
沉默的证人,[英] 阿加莎·克里斯蒂
谋杀启事,[英] 阿加莎·克里斯蒂
旧山河,"刀尔登,思享家"
昆仑3,"凤歌,昆仑"
华盖集续编,"鲁迅,鲁迅作品单行本（人文社2006版）"
职业替身（中）,"水千丞,职业替身"
正说鲁迅,孔庆东
黑夜鸟之黑夜陨歌,黄颖曌
再不相爱就软了,"彭浩翔,铁葫芦·文艺馆"
我为什么要写作,"[英]
            乔治·奥威尔,
            董乐山,小经典系列"
被虚构的鲁迅,朱正
无方少年游（全两册）,四木
将嫁,绕梁三日
碎脸,鬼古女
鲁迅杂文经典全集,"鲁迅,那些年我们一起读过的文学经典"
无根攻略,殿前欢
空中城堡,"[英]
            戴安娜·韦恩·琼斯,“哈尔的移动城堡”三部曲"
魔戒,(英)J.R.R.托尔金
祥云朵朵当空飘,九鹭非香
谎言的年代：萨拉马戈杂文集,"[葡]
            若泽·萨拉马戈,时代的精神状况"
无聊的魅力,"[英]
            阿兰·德波顿,阿兰·德波顿文集（精装版）"
针锋对决（中）,水千丞
少女終末旅行 1,つくみず
针锋对决（下）,水千丞
树，不在了,"陈文茜,陈文茜作品"
没有一条道路是重复的,"余华,余华作品（2012版）"
小李飞刀3：九月鹰飞（上下）,"古龙,古龙文集"
无比芜杂的心绪,"[日]
            村上春树,新经典文化,
            施小炜,新经典文库·村上春树作品"
风玫瑰,沧月
陆小凤传奇3：决战前后,"古龙,古龙文集"
陆小凤传奇4：银钩赌坊,"古龙,古龙文集"
七种武器 2：碧玉刀·多情环,古龙
蒋勋说宋词（修订版）,蒋勋
祈祷落幕时,(日)东野圭吾
海伯利安,(美)丹·西蒙斯
忘川 下,"沧月,忘川"
来自新世界 （上下）,"[日]
            贵志祐介"
忘川 上,"沧月,忘川"
自在独行,"贾平凹,时代华语,贾平凹作品系列"
骄阳似我,"顾漫,骄阳似我"
平如美棠,饶平如
仿生人会梦见电子羊吗？,"[美]
            菲利普·迪克,菲利普·迪克作品：译林版"
如果蜗牛有爱情,丁墨
小妇人,"[美]
            路易莎·梅·奥尔科特"
沧浪之水,阎真
爱心树,谢尔・希尔弗斯坦
热爱生命,[美] 杰克·伦敦
红高粱家族,莫言
我要做好孩子,黄蓓佳
长恨歌,王安忆
纯真年代,"[美]
            伊迪丝·华顿,译林世界文学名著·现当代系列"
嘉莉妹妹,"[美]
            西奥多·德莱塞,
            裘柱常,世界文学名著普及本（全译本）"
小房子,"[美]
            维吉尼亚·李·伯顿,爱心树童书"
他山的石头记,宇文所安
十日谈,"[意]
            卜伽丘"
笑林广记,"游戏主人 纂辑,粲然居士 参订,傳财 校点"
白痴,[俄] 陀思妥耶夫斯基
三言二拍,"冯梦龙,家庭书架·传世经典读库"
乞力马扎罗的雪,"[美]
            欧内斯特·海明威,名家中短篇小说选"
基督山伯爵（上下册）,大仲马
野性的呼唤,"[美]
            杰克·伦敦,
            刘荣跃,名家中短篇小说选"
护花铃,"沧月,听雪楼"
西藏生死书,"[美]
            索甲仁波切,新经典文化"
当尼采哭泣,（美）欧文 D.亚隆（Irvin D.Yalom）
简·爱,"[英]
            夏洛蒂·勃朗特,
            祝庆英,译文名著文库"
北方的空地,杨柳松
魔术时刻,"苏伟贞,99读书人"
恶之花,"[法]
            夏尔·波德莱尔,99读书人,
            钱春绮,企鹅经典"
夜莺与玫瑰,"[爱尔兰]
            奥斯卡·王尔德"
我的宝贝,"三毛,青马文化,三毛全集（2009版）"
被时光掩埋的秘密,桐华
人间词话,"王国维,徐调孚校注"
巫术族的预言-萝铃的魔力-上下册,"陈柳环,萝玲的魔力"
琉璃美人煞（上中下）,十四郎
纳兰词集,"张草纫,
            纳兰性德,“词”系列丛书"
"谢谢你毛毛兔,这个下午真好玩","幾米,99读书人,幾米作品集"
神鵰俠侶,金庸
呼啸山庄,(英) 艾米莉·勃朗特
中国好人,"刀尔登,汉唐阳光,汉唐阳光人文图书"
進擊的巨人 20,諫山 創
哈扎尔辞典（阳本）,(塞尔维亚)米洛拉德·帕维奇
长相思2,"桐华,长相思"
青春,"[南非]
            J.M.库切,库切作品集"
鲁迅小说全集,"鲁迅,天下智慧文化,鲁迅小全集"
纳尼亚传奇：能言马与男孩,c.s.刘易斯
败絮藏金玉(下),酥油饼
中国生存启示录,梁晓声
鲁迅杂文精选集,鲁迅
VOID－寂寞的快感－,座裏屋蘭丸
过得刚好,郭德纲
青春ブタ野郎はバニーガール先辈の梦を见ない,"鸭志田一,沟口ケージ"
黄,"安东尼,陪安东尼度过漫长岁月"
不淡定的中国人,梁实秋
鲁迅手稿丛编 - 鲁迅,鲁迅
应许之日,辛夷坞
麦田里的守望者,[美]J.D.塞林格
暗杀1905 第3部•大结局,"巫童,暗杀1905"
银河铁道之夜,"(日) 增村博 编绘,(日) 宫泽贤治 原著"
山海经,
支那革命的真相,[日] 北一輝
游侠小木客：桃花源迷踪,熊亮
蝲蛄吟唱的地方,[美] 迪莉娅·欧文斯
以色列,[以]丹尼尔·戈迪斯
天才基本法·完结篇,长洱
树下长椅,[法] 克里斯多夫·夏布特
无泪而泣,[以色列]吉迪恩·格雷夫
热月,[阿根廷]曼波·贾尔迪内里（Mempo Giardinelli ）
唐宋传奇集,鲁迅 校录
吉檀迦利,[印度] 泰戈尔
云,"[日]山村暮鸟/著,小满/绘"
云游,[波兰] 奥尔加·托卡尔丘克
猜猜我有多大,[英] 苏菲•海恩/著绘
捉猫故事集,[法]马塞尔·埃梅（Marcel Aymé）
失败笔记本,[阿根廷]尼古拉斯·迦科波恩
幻城,郭敬明
晓说3,"高晓松,铁葫芦·文艺馆"
明窗小札1963（上、下）,金庸
野草故事新编,"鲁迅,绘者
                    赵延年"
玻璃之城,[美]卡桑德拉·克莱尔
废物庄园,爱德华·凯里
香蜜沉沉烬如霜,电线
獸叢之刀  上,"Priest,瑞讀"
万物生长,冯唐
八道湾十一号,黄乔生
华盖集,鲁迅
明亮的对话,"徐贲,三辉图书"
我的第一次全都被他奪走,五月女えむ
丑陋的中国人,柏杨
与鲁迅面对面,钱理群
我们,辛夷坞
苍兰诀,九鹭非香
,
純情娼年,すなこ
乱世为王（上卷）,顾雪柔
最冷最冷的冷门知识,赵伟
MacTalk 人生元编程,池建强
心連‧情結 6.5,"庵田定夏,白身魚"
初恋了那么多年,未眠君
查理九世23·香巴拉，世界的尽头,"雷欧幻像,查理九世"
僕はお姫様になれない（1）,若林 稔弥
10 count (第1集),"[日]
            宝井理人,10 count"
张爱玲评说六十年,子 通 亦 清编
安珀志2：阿瓦隆之枪,"[美]
            罗杰·泽拉兹尼,安珀志"
臣服（上）,墨青城
小白杨（3）,水千丞
王小波思想小品,王小波
小白杨（4）,水千丞
鲁迅与北京风土,"邓云乡,邓云乡集"
曾少年,九夜茴
一个女人一生中的二十四小时,茨威格
犀牛字典,杨昌溢 @飞机的坏品位
你如北京美丽,玖月晞
月亮警察,[英] 汤姆·高尔德
大明锦衣卫之踏雪者,君天
童子手札,童子
致年少回不去的爱,一草
BEASTARS 11,板垣巴留
她的小心思,
スキップとローファー 1,高松 美咲
捨てないでマイヒーロー 2,ひもだQ
以身饲龙,葛巾
六朝志怪,"许汝纮 编著,Amo 绘"
甜月亮,"陶立夏,卤猫"
西行纪,郑健和 编，邓志辉 绘
象棋的故事,【法】大卫·萨拉
チェンソーマン 5,藤本 タツキ
占有还是存在,"[美]
            埃里希·弗洛姆,
            李穆,“世图心理”大师彩虹书系"
凉宫春日系列 （套装共9册）,"[日]
            谷川流,绘者
                        [日]
                    Noizi ITO"
男人这东西,[日]渡边淳一
这是苹果吗也许是吧,"[日]吉竹伸介,爱心书童书 出品"
麦琪的礼物,"[美]
            欧·亨利,99读书人,
            张经浩"
七月与安生,"安妮宝贝 原著,鬼鬼 改编绘画"
存在主义咖啡馆,"[英]
            莎拉·贝克韦尔,未读"
忽远忽近,幾米
不爱读书不是你的错,幾米
镖人,许先哲
回答不了,匡扶
余生，请多指教2,柏林石匠
论语,
漫长的告别,[美] 雷蒙德·钱德勒
早期中國社會和文化史概論,李峰
可爱多少钱一斤,栖见
给孩子的100堂诗歌课,蓝蓝
非平面,[美] 尼克·索萨尼斯
罪案迷城,张瑞兴
碎玉投珠,北南
庆余年·第三卷：北海有雾,猫腻
Harry Potter and the Prisoner of Azkaban,"[英]
            J·K·罗琳"
神秘的魔法石,"[英]
            J·K·罗琳,哈利波特"
哈利.波特电影魔法书,[英]布莱恩·西布利(Brian、Sibely)
有滋有味：我的厨艺人生,[美] 露西·尼斯利
魔术师时代,[德]沃尔夫拉姆·艾伦伯格
我只要寫作，就是回家,余華
遗忘，刑警,陈浩基
赛雷三分钟漫画中国史,赛雷
宰执天下,Cuslaa
針眼,亦舒
Harry Potter and the Order of the Phoenix,"[英]
            J·K·罗琳"
Harry Potter and the Half-Blood Prince,"[英]
            J·K·罗琳"
Harry Potter and the Prisoner of Azkaban,"[英]
            J·K·罗琳,Harry Potter Box Set (English children's cover)"
Harry Potter and the Goblet of Fire - Book 4,"Rowling, J. K.; Kazu Kibuishi (Illustrator), Mary GrandPre (Illustrator)"
致命的白色,[英] 罗伯特·加尔布雷思
梦的宇宙志,[日]涩泽龙彦
西岸阳光充沛,亦舒
生活明朗 万物可爱,季羡林
骆一禾情书,骆一禾
消失的塞布丽娜,[美] 尼克·德纳索
守夜者3,法医秦明
人生很好玩，但有时也很丧,[俄] 安东·谷迪姆
幼稚园：今日宜远游,韩寒
丹麦一年,[英] 海伦•拉塞尔
才不要和老板谈恋爱,叶斐然
因为我有生活,"杨占家 口述/绘,李青菜 整理"
王考,童伟格
黑暗中飘香的谎言,[日] 下村敦史
命子,董啟章
Becoming,Michelle Obama
碎裂,[澳]迈克尔·罗伯森
哈利·波特精装全集（套装全7册）,"[英]
            J·K·罗琳"
游侠小木客：可怕的预言,熊亮
Harry Potter and the Half-Blood Prince,"[英]
            J·K·罗琳,The Harry Potter Series (American Version)"
Harry Potter and the Order of the Phoenix,"[英]
            J·K·罗琳,The Harry Potter Series (American Version)"
哈利波特7,"[英]
            J·K·罗琳,哈利波特"
2001太空漫游,"[英]
            阿瑟·克拉克,太空漫游"
再袭面包店,"[日]
            村上春树,
            林少华,村上春树文集"
雪崩,（美）斯蒂芬森
湖边凶杀案,"[日]
            东野圭吾,日本推理小说大师典藏系列"
一個人住第9年,高木直子
1Q84 BOOK 3,"[日]
            村上春树,1Q84"
安德的游戏,"[美]
            奥森·斯科特·卡德,安德系列"
一個人暖呼呼,高木直子
嫌疑犯X的獻身,"[日]
            东野圭吾,東野圭吾作品集"
爵士乐群英谱 2,"[日]
            村上春树,绘者
                        [日]
                    和田诚,
            林少华,村上春树文集（新版）"
羊男的圣诞节,"[日]
            村上春树,
            林少华,村上春树文集（新版）"
一個人去跑步,高木直子
濒死之眼,"[日]
            东野圭吾,
            匡匡,东野圭吾作品"
150cm  Life3,高木直子
名侦探的诅咒,(日)东野圭吾
將夜1,"貓膩,將夜"
遮天1·九龙拉棺,"辰东,遮天"
一個人去跑步：馬拉松2年級生,高木直子
蓝熊船长的13条半命,"[德]
            瓦尔特·莫尔斯,当代欧美畅销儿童小说"
鲁迅小说全集,"鲁迅,鲁迅作品集"
教材全解-八年级语文下,薛金星
唐诗三百首,"蘅塘退士,校注
                    陈婉俊"
曼陀罗,"[加拿大]
            亦舒,亦舒作品集"
阿玉和阿瓦,"[加拿大]
            亦舒"
战栗,"余华,余华作品系列"
撤哈拉的故事,三毛
泰戈尔诗集,"[印度]
            拉宾德拉纳特·泰戈尔"
白发魔女传,梁羽生
陶渊明集,逯钦立 校注
我不是教你诈,"[美]
            刘墉"
大地飞鹰,"古龙,古龙作品集"
全唐诗,中华书局编辑部
,
我的前半生,爱新觉罗·溥仪
魔戒（第二部）,"[英]
            J·R·R·托尔金,魔戒（译林平装）"
狼的诱惑,"[韩]
            可爱淘"
八田百田 2,はらだ
當年離騷,河漢
七根凶简·大结局,尾鱼
浮云半书4,李惟七
甜甜甜甜的小时光,惜双双
文人好吃记,[日]岚山光三郎
春潮（情感治愈小说，看完就想恋爱！全新未删节插图珍藏版，译自俄语原版，原汁原味！）作家榜经典文库,"[俄] 屠格涅夫 著,骆家 译,大星文化 出品,作家榜经典文库"
帝师,来自远方
殺戮秀 3,"FOX^^,狐狸,生铁落"
今天也要好好地过,[日] 吉竹伸介
寥寥中年事,秋色连波
明日同學的水手服 1,博
テセウスの船 (3),東元俊哉
鲁迅全集补遗（增订本）,刘运峰 编
テセウスの船 (4),東元俊哉
二零一三,"非天夜翔,疾速k"
療傷遊戲 下,日ノ原巡
家長指引,卡比丘
登天的感觉,岳晓东
影响力,"[美]
            罗伯特·B·西奥迪尼,
            张力慧"
阅读张爱玲,杨泽
沉香,"张爱玲  ,青马文化"
通往奴役之路,(英)弗里德利希·奥古斯特·哈耶克
张爱玲传,余斌
The Sing-song Girls of Shanghai,Bangqing Han
张爱玲传奇,胡辛
冷暴力,[法] 玛丽-弗朗斯·伊里戈扬
性经验史,(法)米歇尔.福柯
中国文化的深层结构,"孙隆基,理想国,理想国 人文精选"
華麗與蒼涼,蔡鳳儀（編）
弱者的武器,"[美]
            詹姆斯·C·斯科特,人文与社会译丛"
张爱玲传,于青
,
钝感力,"[日]
            渡边淳一"
Love in a Fallen City,Eileen Chang
重启咲良田 2,河野裕
行者无疆,余秋雨
厌女,"[日]
            上野千鹤子"
孤琴,巫宁坤
爵迹：冷血狂宴,郭敬明
幻城,郭敬明
陌生女人的来信,"[奥地利]
            斯蒂芬·茨威格"
北大授课：中华文化四十七讲,余秋雨
人类群星闪耀时,茨威格
象棋的故事,[奥] 斯特凡·茨威格
社会学的想象力,[美] C.赖特·米尔斯
两人距离的概算,"[日]
            米泽穗信,天闻角川,“冰菓”系列"
小时代电影全记录Ⅱ—刺金时代（精装版）,郭敬明
君子之道,余秋雨
文化苦旅（典藏修订版）,余秋雨
痛苦,"[法]
            玛格丽特·杜拉斯,杜拉斯百年诞辰作品系列"
夏夜十点半钟,"[法]
            玛格丽特·杜拉斯,杜拉斯百年诞辰作品系列"
茨威格文集,"[奥地利]
            斯蒂芬·茨威格,
            张玉书"
守岁白驹,郭敬明
成化十四年,梦溪石
余华长篇小说,"余华,余华作品（2012版）"
笑傲江湖（新修版）,金庸
南渡北归,岳南
我的世界都是你,幾米
血薇(典藏版),沧月
银河帝国 ：基地,艾萨克•阿西莫夫
怦然心动,"[美]
            文德琳·范·德拉安南,大鱼读品"
我的天才女友,"[意]
            埃莱娜·费兰特,99读书人,那不勒斯四部曲"
高本漢左傳注釋,高本漢
药,鲁迅
生活，是很好玩的,"汪曾祺,汪曾祺作品集"
我没有自己的名字,余华
魔道祖師 四,墨香銅臭
娘娘腔,水千丞
孤独深处,"郝景芳,九志天达,九志天达·科幻志"
醒来觉得甚是爱你,"朱生豪,紫云文心"
赡养人类,"刘慈欣,磨铁图书,刘慈欣科幻小说精选辑"
茨威格画传,高中甫
三大师传,"[奥地利]
            斯蒂芬·茨威格"
天才梦（CD）,姚锡娟 朗诵
仰望半月的夜空 07,"[日] 桥本纺 著,[日] 山本启治 绘"
,
黑天鹅,纳西姆•尼古拉斯•塔勒布 (Nassim Nicholas Taleb)
替身,"[日]
            绫辻行人,99读书人,替身"
沉香谭屑,"陈子善,海上风丛书"
公正,"[美]
            迈克尔·桑德尔,迈克尔·桑德尔作品"
茨威格读本,"[奥地利]
            斯蒂芬·茨威格,外国文学大师读本丛书"
緋彈的亞莉亞 13,"赤松中学,こぶいち"
第三种黑猩猩,贾雷德·戴蒙德
櫻花莊的寵物女孩 08,"鴨志田一,溝口ケージ"
张爱玲：爱·人生·文学,(日)池上贞子
你若盛开，清风自来,"王一心,可以触摸的民国"
中国现代国家的起源,[美] 孔飞力
幸福的婚姻,"[美] 约翰·戈特曼,[美] 娜恩·西尔弗"
第二性（合卷本）,"(法) 波伏瓦 (Beauvoir,S.D.)"
连城诀,金庸
大人物,古龙
吉祥纹莲花楼（完美典藏版）,藤萍
步步惊心,桐华
论自由,"[英]
            约翰·穆勒,理想国,理想国 人文精选"
孔乙己,鲁迅 原著 程十髮 繪畫
再生缘（上中下）,墨舞碧歌
仍未後悔,亦舒
温暖和百感交集的旅程,"余华,余华作品（2012版）"
别相信任何人,[英]S.J.沃森
偷窺孔 Vol.13,本名和幸
彼岸花,"沧月,绘者
                    Eno"
哑舍Ⅱ,"玄色,哑舍"
银河帝国：基地,"[美]
            艾萨克·阿西莫夫,读客文化,银河帝国"
小擁抱（筆記書）,幾米
向左走.向右走,"幾米,幾米系列"
东晋门阀政治,田余庆
重構台灣,蕭阿勤
变身123 Vol 01,作/岩澤紫麗 畫/岩澤紫麗
戀上泳裝學長 (全),佳門サエコ
长歌行 04,"夏达,长歌行"
小林が可愛すぎてツライっ!! 1,池山田 剛
強殖裝甲GUYVER 29,高屋良樹
独醒者与他的灯,张洁宇
江山美人谋,袖唐
貓科男友的逗弄方法,"左京亞也,右京禮音"
长相思3,"桐华,长相思"
逝去的武林,"李仲轩 口述,
            徐皓峰,徐皓峰作品"
後宮皇子,"西野花,座裏屋蘭丸"
你不要送花给我,米筝
花街往事,路内
星星上的花,烟罗
满满都是我对你的爱,顾西爵
晓说3,"高晓松,铁葫芦·文艺馆"
明窗小札1963（上、下）,金庸
野草故事新编,"鲁迅,绘者
                    赵延年"
地下鐵,"幾米,幾米作品"
阿城精选集,"阿城,世纪文学60家"
我只能為你畫一張小卡片,"幾米,幾米作品"
爱丽丝梦游仙境,苏姗 改
二十世紀的巴黎,"[法]
            儒勒·凡尔纳"
步步惊心,桐华
镜.织梦者,"沧月,镜"
谢谢你毛毛兔，这个下午真好玩,"幾米,幾米作品"
三毛全集,三毛
寻找前世之旅（上下册）,"Vivibear,寻找前世之旅"
金枝,（英）弗雷泽
高原的百合花,"三毛,华文天下,三毛全集（华文天下2003版）"
宋词鉴赏辞典,"夏承焘,中国文学鉴赏辞典大系"
镜·龙战（上）,"沧月,镜"
寒·十八禁,韩寒
百年孤独,"[哥伦比亚]
            加西亚·马尔克斯,世界文学名著珍藏本"
罗杰疑案,"[英]
            阿加莎·克里斯蒂,99读书人,阿加莎·克里斯蒂侦探推理系列"
沧海,沧月
我想要两颗西柚,胡辛束
ようこそ実力至上主義の教室へ 3,"衣笠彰梧,トモセ シュンサク(イラスト)"
班长下台,桂文亚
劣情ラブクロス,松吉 アコ
父与子,[德]卜劳恩
"ほしとくず─Don't worry,Be happy!─ 2",星谷 かおり
我的英雄學院 07,"堀越耕平,我的英雄學院"
我的英雄學院 11,堀越耕平
我反正决定自己难过,林栀蓝
給不滅的你 1,大今良時
废后将军,一度君华
终点的少女,[日] 柚木麻子
ようこそ実力至上主義の教室へ6,衣笠彰梧
月食奇譚,春泥
格格不入,巫哲
北京，北京,"冯唐,果麦文化,冯唐文集（2017版）"
迷宮飯(04),九井諒子
天使の囁きは悪魔を堕とす,五月女 えむ
爱情只是古老传说,"[加拿大]
            亦舒,亦舒新经典·花城版"
鹿鼎记（全五册）,"金庸,金庸作品集（三联口袋本）"
华盖集,鲁迅
流星蝴蝶剑（上下）,古龙
侠隐,张北海
回到明朝当王爷,月关
先知,"[黎巴嫩]
            卡里·纪伯伦"
吃掉黑暗的怪兽,"幾米 图,[英] 乔伊斯·邓巴 文"
超新星纪元,"刘慈欣,科幻世界,科幻世界·中国科幻基石丛书"
同门,"[加拿大]
            亦舒,亦舒新经典"
妾本惊华（上下）,"西子情,妾本惊华"
白马啸西风,金庸
小王子,"[法]
            圣埃克絮佩里,
            周克希,译文名著文库"
碧城,"沧月,绘者
                    唐卡"
大漠谣,"桐华,大漠谣"
动物农场,"[英]
            乔治·奥威尔,译文名著文库"
许三观卖血记,"余华,余华作品（2008版）"
魔戒（第三部）,"[英]
            J·R·R·托尔金,魔戒（译林精装）"
爱的救赎,[法] 让-皮埃尔·吉布拉
悬停的爱,[法] 马里翁·法约勒
与“众”不同的心理学,"Keith E·Stanovich,心理学导读系列"
无穷的远方，无数的人们，都和我有关：鲁迅散文随笔精选,"鲁迅（著）,李新宇（编）"
テセウスの船(9),東元 俊哉
黑暗物质Ⅰ：精灵守护神,[英] 菲利普·普尔曼
第三支玫瑰,
替张爱玲补妆,水晶
残念猫1,[日] Q桑
张爱玲文萃,张爱玲
约瑟夫·富谢,"[奥地利]
            斯蒂芬·茨威格,
            张玉书,斯台芬·茨威格集"
三大师,"[奥地利]
            斯蒂芬·茨威格,斯蒂芬・茨威格人物传记系列"
苏格兰玫瑰.断头女王斯图亚特/插图传记系列,斯蒂芬·茨威格
笨蛋，測驗，召喚獸(3.5),井上堅二
给心理治疗师的礼物,[美]雅罗姆（Irvin D. Yalom）
张爱玲,冯祖贻
The Rice Sprout Song,Eileen Chang
生育制度,"费孝通,商务印书馆文库"
日界线,夏茗悠
告白,"湊佳苗,湊かなえ"
羽·赤炎之曈,"沧月,云荒·羽"
森林唱游,"幾米,幾米系列"
,
达·芬奇密码,"[美]
            丹·布朗,99读书人,丹·布朗作品（2009版）"
侠客行,"金庸,金庸作品集（新修版·珍藏本）"
鹿鼎记,"金庸,金庸作品集（新修版·珍藏本）"
纳兰容若词传,"夏如意,毛晓雯,苏缨"
极品家丁全集,"禹岩,极品家丁"
温柔的夜,"三毛,青马文化,三毛全集（2009版）"
聲色盒子,張靚蓓
开始,"幾米,幾米作品精选集"
戀愛0.01的距離,高以翔
包法利夫人,福楼拜
照相本子,"幾米,幾米作品精选集"
基地,"[美]
            艾萨克·阿西莫夫,基地系列"
谁来跟我干杯,"古龙 著,刘国辉,陈晓林 选编"
时间商人 04,[日] 水市惠
